 2000001  0.04893
 2000002  0.05155
 2000003  0.07249
 2000004  0.04237
 2000005  0.08722
 2000006  0.15027
 2000007  0.08436
 2000008  0.15399
 2000009  0.04639
 2000010  0.09722
 2000011  0.05197
 2000012  0.13704
 2000013  0.08197
 2000014  0.02580
 2000015  0.12560
 2000016  0.10586
 2000017  0.10485
 2000018  0.15109
 2000019  0.10202
 2000020  0.02988
 2000021  0.11919
 2000022  0.13384
 2000023  0.07921
 2000024  0.12799
 2000025  0.04347
 2000026  0.13008
 2000027  0.14349
 2000028  0.12656
 2000029  0.14406
 2000030  0.13882
 2000031  0.10471
 2000032  0.13130
 2000033  0.11597
 2000034  0.10808
 2000035  0.14260
 2000036  0.12097
 2000037  0.07881
 2000038  0.08740
 2000039  0.04738
 2000040  0.07563
 2000041  0.08426
 2000042  0.15020
 2000043  0.12609
 2000044  0.13653
 2000045  0.11655
 2000046  0.09003
 2000047  0.24234
 2000048  0.14108
 2000049  0.11461
 2000050  0.20105
 2000051  0.10854
 2000052  0.13213
 2000053  0.08385
 2000054  0.10462
 2000055  0.08364
 2000056  0.12920
 2000057  0.13544
 2000058  0.07565
 2000059  0.07929
 2000060  0.04693
 2000061  0.11003
 2000062  0.13984
 2000063  0.13904
 2000064  0.13689
 2000065  0.12794
 2000066  0.17987
 2000067  0.08628
 2000068  0.10683
 2000069  0.12187
 2000070  0.13127
 2000071  0.12738
 2000072  0.13735
 2000073  0.06015
 2000074  0.17494
 2000075  0.09590
 2000076  0.08931
 2000077  0.07851
 2000078  0.12173
 2000079  0.13581
 2000080  0.13184
 2000081  0.12231
 2000082  0.05278
 2000083  0.06875
 2000084  0.09242
 2000085  0.02679
 2000086  0.12009
 2000087  0.20852
 2000088  0.16403
 2000089  0.13926
 2000090  0.14639
 2000091  0.13125
 2000092  0.08714
 2000093  0.14040
 2000094  0.14226
 2000095  0.09477
 2000096  0.06507
 2000097  0.10793
 2000098  0.12926
 2000099  0.12197
 2000100  0.17129
 2000101  0.15936
 2000102  0.09510
 2000103  0.17738
 2000104  0.12285
 2000105  0.18410
 2000106  0.07442
 2000107  0.07247
 2000108  0.09865
 2000109  0.08088
 2000110  0.12100
 2000111  0.11412
 2000112  0.09242
 2000113  0.02679
 2000114  0.16121
 2000115  0.10159
 2000116  0.18790
 2000117  0.18616
 2000118  0.08858
 2000119  0.12723
 2000120  0.10459
 2000121  0.09553
 2000122  0.12648
 2000123  0.10329
 2000124  0.14719
 2000125  0.11978
 2000126  0.12975
 2000127  0.15475
 2000128  0.09055
 2000129  0.11464
 2000130  0.12961
 2000131  0.06080
 2000132  0.09804
 2000133  0.16114
 2000134  0.11067
 2000135  0.10941
 2000136  0.11083
 2000137  0.09510
 2000138  0.17738
 2000139  0.07442
 2000140  0.07382
 2000141  0.13577
 2000142  0.10762
 2000143  0.07724
 2000144  0.14043
 2000145  0.18133
 2000146  0.09737
 2000147  0.10522
 2000148  0.09258
 2000149  0.10641
 2000150  0.13376
 2000151  0.16970
 2000152  0.15621
 2000153  0.08457
 2000154  0.11327
 2000155  0.11289
 2000156  0.13924
 2000157  0.12624
 2000158  0.09332
 2000159  0.04940
 2000160  0.08596
 2000161  0.09142
 2000162  0.11497
 2000163  0.12046
 2000164  0.10637
 2000165  0.12961
 2000166  0.06080
 2000167  0.09804
 2000168  0.11484
 2000169  0.13629
 2000170  0.13751
 2000171  0.13492
 2000172  0.06898
 2000173  0.11441
 2000174  0.06504
 2000175  0.08605
 2000176  0.09443
 2000177  0.07717
 2000178  0.05406
 2000179  0.05822
 2000180  0.05754
 2000181  0.05192
 2000182  0.08743
 2000183  0.04674
 2000184  0.10677
 2000185  0.18038
 2000186  0.15085
 2000187  0.15647
 2000188  0.12087
 2000189  0.18087
 2000190  0.09825
 2000191  0.11621
 2000192  0.11829
 2000193  0.17231
 2000194  0.07385
 2000195  0.12624
 2000196  0.10964
 2000197  0.09441
 2000198  0.11699
 2000199  0.09332
 2000200  0.04940
 2000201  0.08596
 2000202  0.12097
 2000203  0.08721
 2000204  0.12912
 2000205  0.10851
 2000206  0.12874
 2000207  0.13231
 2000208  0.07394
 2000209  0.11334
 2000210  0.10456
 2000211  0.06885
 2000212  0.11441
 2000213  0.19741
 2000214  0.05099
 2000215  0.09232
 2000216  0.14541
 2000217  0.04744
 2000218  0.08327
 2000219  0.10589
 2000220  0.16171
 2000221  0.09728
 2000222  0.08998
 2000223  0.05212
 2000224  0.04547
 2000225  0.06706
 2000226  0.11217
 2000227  0.14287
 2000228  0.11600
 2000229  0.11004
 2000230  0.13469
 2000231  0.11650
 2000232  0.11257
 2000233  0.15325
 2000234  0.09745
 2000235  0.17231
 2000236  0.08366
 2000237  0.16671
 2000238  0.07385
 2000239  0.08410
 2000240  0.11537
 2000241  0.16739
 2000242  0.13837
 2000243  0.10220
 2000244  0.13206
 2000245  0.07394
 2000246  0.11334
 2000247  0.11381
 2000248  0.10867
 2000249  0.12691
 2000250  0.17027
 2000251  0.03465
 2000252  0.14061
 2000253  0.15465
 2000254  0.09889
 2000255  0.06993
 2000256  0.07732
 2000257  0.06447
 2000258  0.11388
 2000259  0.04863
 2000260  0.08016
 2000261  0.08616
 2000262  0.14144
 2000263  0.06372
 2000264  0.05212
 2000265  0.09609
 2000266  0.11820
 2000267  0.11125
 2000268  0.10916
 2000269  0.07677
 2000270  0.12151
 2000271  0.15871
 2000272  0.16072
 2000273  0.15314
 2000274  0.11884
 2000275  0.08808
 2000276  0.14700
 2000277  0.06189
 2000278  0.09745
 2000279  0.12639
 2000280  0.11986
 2000281  0.12642
 2000282  0.11986
 2000283  0.13826
 2000284  0.10220
 2000285  0.16589
 2000286  0.12749
 2000287  0.14558
 2000288  0.19322
 2000289  0.17962
 2000290  0.10930
 2000291  0.10896
 2000292  0.11115
 2000293  0.15660
 2000294  0.05432
 2000295  0.12356
 2000296  0.18926
 2000297  0.16890
 2000298  0.09602
 2000299  0.14531
 2000300  0.12432
 2000301  0.11897
 2000302  0.08671
 2000303  0.07896
 2000304  0.08812
 2000305  0.08758
 2000306  0.19033
 2000307  0.12600
 2000308  0.13804
 2000309  0.13794
 2000310  0.15639
 2000311  0.14697
 2000312  0.10577
 2000313  0.12972
 2000314  0.16837
 2000315  0.07339
 2000316  0.06189
 2000317  0.09036
 2000318  0.10577
 2000319  0.09036
 2000320  0.11986
 2000321  0.16830
 2000322  0.12092
 2000323  0.16040
 2000324  0.12630
 2000325  0.07753
 2000326  0.23724
 2000327  0.12855
 2000328  0.10407
 2000329  0.09851
 2000330  0.10152
 2000331  0.10704
 2000332  0.10583
 2000333  0.06852
 2000334  0.12486
 2000335  0.13153
 2000336  0.14636
 2000337  0.08439
 2000338  0.16132
 2000339  0.09032
 2000340  0.13088
 2000341  0.11121
 2000342  0.09397
 2000343  0.12009
 2000344  0.12972
 2000345  0.06614
 2000346  0.08503
 2000347  0.12646
 2000348  0.12710
 2000349  0.08503
 2000350  0.16230
 2000351  0.15536
 2000352  0.12291
 2000353  0.10067
 2000354  0.06614
 2000355  0.10067
 2000356  0.10538
 2000357  0.11178
 2000358  0.16837
 2000359  0.17658
 2000360  0.20045
 2000361  0.07339
 2000362  0.17658
 2000363  0.12533
 2000364  0.10165
 2000365  0.10141
 2000366  0.14630
 2000367  0.08144
 2000368  0.15362
 2000369  0.13246
 2000370  0.09085
 2000371  0.10044
 2000372  0.09085
 2000373  0.14161
